sample_accession	run_accession	library_layout	organism	Platform	UMI	study_accession	Tissue	Covariate	Age	integration_group	TissueNote	Source	bam10x	Comment	biosample	Organ	sex	retina_region	strain
SRS8433492	SRR13933627	PAIRED	Mus musculus	10xv2	Yes	SRP310237	Brain Choroid Plexus	Adut_rep1;	120	NA	GSM5159092: sn C57BL/6J Adut LV rep1; Mus musculus; RNA-Seq | sn C57BL/6J Adut LV_choroid plexus | sn C57BL/6J Adut LV rep1	Tissue	sn_Adult_TCP_1_possorted_genome_bam.bam	NA	SAMN18256455	Brain	NA	NA	C57BL/6J
SRS8433491	SRR13933626	PAIRED	Mus musculus	10xv2	Yes	SRP310237	Brain Choroid Plexus	Embryo_rep1;	-2.5	NA	GSM5159091: sn C57BL/6J Embryo 4V rep1; Mus musculus; RNA-Seq | sn C57BL/6J Embryo 4V_choroid plexus | sn C57BL/6J Embryo 4V rep1	Tissue	sn_Embryo_HCP_1_possorted_genome_bam.bam	NA	SAMN18256456	Brain	NA	NA	C57BL/6J
SRS8433493	SRR13933625	PAIRED	Mus musculus	10xv2	Yes	SRP310237	Brain Choroid Plexus	Embryo_rep1;	-2.5	NA	GSM5159090: sn C57BL/6J Embryo 3V rep1; Mus musculus; RNA-Seq | sn C57BL/6J Embryo 3V_choroid plexus | sn C57BL/6J Embryo 3V rep1	Tissue	sn_Embryo_DCP_1_possorted_genome_bam.bam	NA	SAMN18256457	Brain	NA	NA	C57BL/6J
SRS8433490	SRR13933624	PAIRED	Mus musculus	10xv2	Yes	SRP310237	Brain Choroid Plexus	Embryo_rep1;	-2.5	NA	GSM5159089: sn C57BL/6J Embryo LV rep1; Mus musculus; RNA-Seq | sn C57BL/6J Embryo LV_choroid plexus | sn C57BL/6J Embryo LV rep1	Tissue	sn_Embryo_TCP_1_possorted_genome_bam.bam	NA	SAMN18256458	Brain	NA	NA	C57BL/6J
SRS8433489	SRR13933623	PAIRED	Mus musculus	10xv2	Yes	SRP310237	Brain Choroid Plexus	Embryo_rep3;	-2.5	NA	GSM5159088: sc CD-1 Embryo 4V rep3; Mus musculus; RNA-Seq | sc CD-1 Embryo 4V_choroid plexus | sc CD-1 Embryo 4V rep3	Tissue	sc_Embryo_HCP_3_possorted_genome_bam.bam	NA	SAMN18256459	Brain	NA	NA	CD-1
SRS8433488	SRR13933622	PAIRED	Mus musculus	10xv2	Yes	SRP310237	Brain Choroid Plexus	Embryo_rep2;	-2.5	NA	GSM5159087: sc CD-1 Embryo 4V rep2; Mus musculus; RNA-Seq | sc CD-1 Embryo 4V_choroid plexus | sc CD-1 Embryo 4V rep2	Tissue	sc_Embryo_HCP_2_possorted_genome_bam.bam	NA	SAMN18256460	Brain	NA	NA	CD-1
SRS8433487	SRR13933621	PAIRED	Mus musculus	10xv2	Yes	SRP310237	Brain Choroid Plexus	Embryo_rep1;	-2.5	NA	GSM5159086: sc CD-1 Embryo 4V rep1; Mus musculus; RNA-Seq | sc CD-1 Embryo 4V_choroid plexus | sc CD-1 Embryo 4V rep1	Tissue	sc_Embryo_HCP_1_possorted_genome_bam.bam	NA	SAMN18256461	Brain	NA	NA	CD-1
SRS8433486	SRR13933620	PAIRED	Mus musculus	10xv2	Yes	SRP310237	Brain Choroid Plexus	Embryo_rep3;	-2.5	NA	GSM5159085: sc CD-1 Embryo 3V rep3; Mus musculus; RNA-Seq | sc CD-1 Embryo 3V_choroid plexus | sc CD-1 Embryo 3V rep3	Tissue	sc_Embryo_DCP_3_possorted_genome_bam.bam	NA	SAMN18256462	Brain	NA	NA	CD-1
SRS8433485	SRR13933619	PAIRED	Mus musculus	10xv2	Yes	SRP310237	Brain Choroid Plexus	Embryo_rep2;	-2.5	NA	GSM5159084: sc CD-1 Embryo 3V rep2; Mus musculus; RNA-Seq | sc CD-1 Embryo 3V_choroid plexus | sc CD-1 Embryo 3V rep2	Tissue	sc_Embryo_DCP_2_possorted_genome_bam.bam	NA	SAMN18256463	Brain	NA	NA	CD-1
SRS8433484	SRR13933618	PAIRED	Mus musculus	10xv2	Yes	SRP310237	Brain Choroid Plexus	Embryo_rep1;	-2.5	NA	GSM5159083: sc CD-1 Embryo 3V rep1; Mus musculus; RNA-Seq | sc CD-1 Embryo 3V_choroid plexus | sc CD-1 Embryo 3V rep1	Tissue	sc_Embryo_DCP_1_possorted_genome_bam.bam	NA	SAMN18256464	Brain	NA	NA	CD-1
SRS8433483	SRR13933617	PAIRED	Mus musculus	10xv2	Yes	SRP310237	Brain Choroid Plexus	Embryo_rep3;	-2.5	NA	GSM5159082: sc CD-1 Embryo LV rep3; Mus musculus; RNA-Seq | sc CD-1 Embryo LV_choroid plexus | sc CD-1 Embryo LV rep3	Tissue	sc_Embryo_TCP_3_possorted_genome_bam.bam	NA	SAMN18256465	Brain	NA	NA	CD-1
SRS8433482	SRR13933616	PAIRED	Mus musculus	10xv2	Yes	SRP310237	Brain Choroid Plexus	Embryo_rep2;	-2.5	NA	GSM5159081: sc CD-1 Embryo LV rep2; Mus musculus; RNA-Seq | sc CD-1 Embryo LV_choroid plexus | sc CD-1 Embryo LV rep2	Tissue	sc_Embryo_TCP_2_possorted_genome_bam.bam	NA	SAMN18256466	Brain	NA	NA	CD-1
SRS8433481	SRR13933615	PAIRED	Mus musculus	10xv2	Yes	SRP310237	Brain Choroid Plexus	Embryo_rep1;	-2.5	NA	GSM5159080: sc CD-1 Embryo LV rep1; Mus musculus; RNA-Seq | sc CD-1 Embryo LV_choroid plexus | sc CD-1 Embryo LV rep1	Tissue	sc_Embryo_TCP_1_possorted_genome_bam.bam	NA	SAMN18256467	Brain	NA	NA	CD-1
EGAF00004257586	EGAF00004257586	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D1_Re	NA	Late	HS_D1_Re_F_Rt_S1_lib1 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA	NA	NA	Eye	NA	Macula	NA
EGAF00004257560	EGAF00004257560	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Choroid	D3_Ch	NA	Late	HS_D3_Ch_F_Lf_S1_lib1 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA	NA	NA	Eye	NA	Macula	NA
EGAF00004257585	EGAF00004257585	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D1_Re	NA	Late	HS_D1_Re_F_Rt_S1_lib2 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA	NA	NA	Eye	NA	Macula	NA
EGAF00004257558	EGAF00004257558	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Choroid	D3_Ch	NA	Late	HS_D3_Ch_F_Lf_S1_lib2 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA	NA	NA	Eye	NA	Macula	NA
EGAF00004257584	EGAF00004257584	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D1_Re	NA	Late	HS_D1_Re_F_Rt_S1_lib3 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA	NA	NA	Eye	NA	Macula	NA
EGAF00004257582	EGAF00004257582	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D1_Re	NA	Late	HS_D1_Re_F_Rt_S1_lib4 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA	NA	NA	Eye	NA	Macula	NA
EGAF00004257550	EGAF00004257550	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Choroid	D3_Ch	NA	Late	HS_D3_Ch_F_Rt_S1_lib1 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA	NA	NA	Eye	NA	Macula	NA
EGAF00004257581	EGAF00004257581	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D1_Re	NA	Late	HS_D1_Re_F_Rt_S1_lib5 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA	NA	NA	Eye	NA	Macula	NA
EGAF00004257549	EGAF00004257549	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Choroid	D3_Ch	NA	Late	HS_D3_Ch_F_Rt_S1_lib2 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA	NA	NA	Eye	NA	Macula	NA
EGAF00004257583	EGAF00004257583	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D1_Re	NA	Late	HS_D1_Re_F_Rt_S1_lib6 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA	NA	NA	Eye	NA	Macula	NA
EGAF00004257477	EGAF00004257477	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Choroid	D4_Ch	NA	Late	HS_D4_Ch_F_Lf_S1_lib1 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA	NA	NA	Eye	NA	Macula	NA
EGAF00004257579	EGAF00004257579	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D1_Re	NA	Late	HS_D1_Re_F_Rt_S1_lib7 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA	NA	NA	Eye	NA	Macula	NA
EGAF00004257476	EGAF00004257476	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Choroid	D4_Ch	NA	Late	HS_D4_Ch_F_Lf_S1_lib2 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA	NA	NA	Eye	NA	Macula	NA
EGAF00004257580	EGAF00004257580	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D1_Re	NA	Late	HS_D1_Re_F_Rt_S1_lib8 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA	NA	NA	Eye	NA	Macula	NA
EGAF00004257475	EGAF00004257475	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Choroid	D4_Ch	NA	Late	HS_D4_Ch_F_Lf_S1_lib3 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA	NA	NA	Eye	NA	Macula	NA
EGAF00004257561	EGAF00004257561	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D3_Re	NA	Late	HS_D3_Re_F_Lf_S1_lib1 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA	NA	NA	Eye	NA	Macula	NA
EGAF00004257559	EGAF00004257559	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D3_Re	NA	Late	HS_D3_Re_F_Lf_S1_lib2 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA	NA	NA	Eye	NA	Macula	NA
EGAF00004257552	EGAF00004257552	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D3_Re	NA	Late	HS_D3_Re_F_Rt_S1_lib1 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA	NA	NA	Eye	NA	Macula	NA
EGAF00004257553	EGAF00004257553	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D3_Re	NA	Late	HS_D3_Re_F_Rt_S1_lib2 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA	NA	NA	Eye	NA	Macula	NA
EGAF00004257544	EGAF00004257544	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D4_Re	NA	Late	HS_D4_Re_F_Lf_S1_lib1 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA	NA	NA	Eye	NA	Macula	NA
EGAF00004257545	EGAF00004257545	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D4_Re	NA	Late	HS_D4_Re_F_Lf_S1_lib2 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA	NA	NA	Eye	NA	Macula	NA
EGAF00004257478	EGAF00004257478	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D4_Re	NA	Late	HS_D4_Re_F_Lf_S1_lib3 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA	NA	NA	Eye	NA	Macula	NA
EGAF00004257543	EGAF00004257543	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D4_Re	NA	Late	HS_D4_Re_F_Lf_S1_lib4 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA	NA	NA	Eye	NA	Macula	NA
EGAF00004257465	EGAF00004257465	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D4_Re	NA	Late	HS_D4_Re_F_Rt_S1_lib1 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA	NA	NA	Eye	NA	Macula	NA
EGAF00004257464	EGAF00004257464	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D4_Re	NA	Late	HS_D4_Re_F_Rt_S1_lib2 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA	NA	NA	Eye	NA	Macula	NA
EGAF00004257463	EGAF00004257463	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D4_Re	NA	Late	HS_D4_Re_F_Rt_S1_lib3 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA	NA	NA	Eye	NA	Macula	NA
EGAF00004257462	EGAF00004257462	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D4_Re	NA	Late	HS_D4_Re_F_Rt_S1_lib4 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA	NA	NA	Eye	NA	Macula	NA
EGAF00004257473	EGAF00004257473	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Choroid	D4_Ch	NA	Late	HS_D4_Ch_F_Lf_S1_lib4 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA	NA	NA	Eye	NA	Macula	NA
EGAF00004257458	EGAF00004257458	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Choroid	D4_Ch	NA	Late	HS_D4_Ch_F_Rt_S1_lib1 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA	NA	NA	Eye	NA	Macula	NA
EGAF00004257562	EGAF00004257562	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Choroid	D1_Ch	NA	Late	HS_D1_Ch_P_Rt_S1_lib1 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA	NA	NA	Eye	NA	Macula	NA
EGAF00004257563	EGAF00004257563	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Choroid	D1_Ch	NA	Late	HS_D1_Ch_P_Lf_S1_lib1 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA	NA	NA	Eye	NA	Macula	NA
EGAF00004257570	EGAF00004257570	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D1_Re	NA	Late	HS_D1_Re_P_Rt_S1_lib1 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA	NA	NA	Eye	NA	Macula	NA
EGAF00004257555	EGAF00004257555	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Choroid	D3_Ch	NA	Late	HS_D3_Ch_P_Lf_S1_lib1 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA	NA	NA	Eye	NA	Macula	NA
EGAF00004257568	EGAF00004257568	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D1_Re	NA	Late	HS_D1_Re_P_Rt_S1_lib2 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA	NA	NA	Eye	NA	Macula	NA
EGAF00004257554	EGAF00004257554	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Choroid	D3_Ch	NA	Late	HS_D3_Ch_P_Lf_S1_lib2 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA	NA	NA	Eye	NA	Macula	NA
EGAF00004257569	EGAF00004257569	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D1_Re	NA	Late	HS_D1_Re_P_Rt_S1_lib3 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA	NA	NA	Eye	NA	Macula	NA
EGAF00004257567	EGAF00004257567	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D1_Re	NA	Late	HS_D1_Re_P_Rt_S1_lib4 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA	NA	NA	Eye	NA	Macula	NA
EGAF00004257547	EGAF00004257547	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Choroid	D3_Ch	NA	Late	HS_D3_Ch_P_Rt_S1_lib1 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA	NA	NA	Eye	NA	Macula	NA
EGAF00004257566	EGAF00004257566	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D1_Re	NA	Late	HS_D1_Re_P_Rt_S1_lib5 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA	NA	NA	Eye	NA	Macula	NA
EGAF00004257546	EGAF00004257546	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Choroid	D3_Ch	NA	Late	HS_D3_Ch_P_Rt_S1_lib2 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA	NA	NA	Eye	NA	Macula	NA
EGAF00004257565	EGAF00004257565	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D1_Re	NA	Late	HS_D1_Re_P_Rt_S1_lib6 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA	NA	NA	Eye	NA	Macula	NA
EGAF00004257469	EGAF00004257469	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Choroid	D4_Ch	NA	Late	HS_D4_Ch_P_Lf_S1_lib1 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA	NA	NA	Eye	NA	Macula	NA
EGAF00004257564	EGAF00004257564	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D1_Re	NA	Late	HS_D1_Re_P_Rt_S1_lib7 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA	NA	NA	Eye	NA	Macula	NA
EGAF00004257470	EGAF00004257470	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Choroid	D4_Ch	NA	Late	HS_D4_Ch_P_Lf_S1_lib2 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA	NA	NA	Eye	NA	Macula	NA
EGAF00004257467	EGAF00004257467	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Choroid	D4_Ch	NA	Late	HS_D4_Ch_P_Lf_S1_lib3 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA	NA	NA	Eye	NA	Macula	NA
EGAF00004257466	EGAF00004257466	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Choroid	D4_Ch	NA	Late	HS_D4_Ch_P_Lf_S1_lib4 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA	NA	NA	Eye	NA	Macula	NA
EGAF00004257577	EGAF00004257577	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D1_Re	NA	Late	HS_D1_Re_P_Lf_S1_lib1 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA	NA	NA	Eye	NA	Macula	NA
EGAF00004257578	EGAF00004257578	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D1_Re	NA	Late	HS_D1_Re_P_Lf_S1_lib2 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA	NA	NA	Eye	NA	Macula	NA
EGAF00004257576	EGAF00004257576	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D1_Re	NA	Late	HS_D1_Re_P_Lf_S1_lib3 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA	NA	NA	Eye	NA	Macula	NA
EGAF00004257574	EGAF00004257574	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D1_Re	NA	Late	HS_D1_Re_P_Lf_S1_lib4 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA	NA	NA	Eye	NA	Macula	NA
EGAF00004257575	EGAF00004257575	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D1_Re	NA	Late	HS_D1_Re_P_Lf_S1_lib5 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA	NA	NA	Eye	NA	Macula	NA
EGAF00004257572	EGAF00004257572	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D1_Re	NA	Late	HS_D1_Re_P_Lf_S1_lib6 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA	NA	NA	Eye	NA	Macula	NA
EGAF00004257571	EGAF00004257571	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D1_Re	NA	Late	HS_D1_Re_P_Lf_S1_lib8 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA	NA	NA	Eye	NA	Macula	NA
EGAF00004257573	EGAF00004257573	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D1_Re	NA	Late	HS_D1_Re_P_Lf_S1_lib7 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA	NA	NA	Eye	NA	Macula	NA
EGAF00004257557	EGAF00004257557	PAIRED	Homo sapiens	10xv2	YES	EGAD00001006350	Retina	D3_Re	NA	Late	HS_D3_Re_P_Lf_S1_lib1 Sample alias: Homo Sapiens (HS)_Donor number_Retina (Re) or Choroid (Ch)_Fovea (F) or Periphery (P)_Right (Rt) or left (Lf) eye_Sample number_technical replicate number	Tissue	NA	NA	NA	Eye	NA	Macula	NA
