Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type
MIR3112	current symbol	MGI:4834331	Mir3112	microRNA 3112	miRNA gene
MIR32	current symbol	MGI:3619331	Mir32	microRNA 32	miRNA gene
MIR320	current symbol	MGI:3619332	Mir320	microRNA 320	miRNA gene
MIR322	current symbol	MGI:3619333	Mir322	microRNA 322	miRNA gene
MIR323	current symbol	MGI:3619334	Mir323	microRNA 323	miRNA gene
MIR324	current symbol	MGI:3619335	Mir324	microRNA 324	miRNA gene
MIR325	current symbol	MGI:3619336	Mir325	microRNA 325	miRNA gene
MIR326	current symbol	MGI:3619338	Mir326	microRNA 326	miRNA gene
MIR328	current symbol	MGI:3619340	Mir328	microRNA 328	miRNA gene
MIR329	current symbol	MGI:3619341	Mir329	microRNA 329	miRNA gene
MIR33	current symbol	MGI:3619343	Mir33	microRNA 33	miRNA gene
MIR330	current symbol	MGI:3619345	Mir330	microRNA 330	miRNA gene
MIR331	current symbol	MGI:3619347	Mir331	microRNA 331	miRNA gene
MIR335	current symbol	MGI:3619348	Mir335	microRNA 335	miRNA gene
MIR337	current symbol	MGI:3619351	Mir337	microRNA 337	miRNA gene
MIR338	current symbol	MGI:3619352	Mir338	microRNA 338	miRNA gene
MIR339	current symbol	MGI:3619354	Mir339	microRNA 339	miRNA gene
MIR340	current symbol	MGI:3619355	Mir340	microRNA 340	miRNA gene
MIR341	current symbol	MGI:3619357	Mir341	microRNA 341	miRNA gene
MIR343	current symbol	MGI:3718510	Mir343	microRNA 343	miRNA gene
MIR344	current symbol	MGI:3619359	Mir344	microRNA 344	miRNA gene
MIR344-2	current symbol	MGI:3718513	Mir344-2	microRNA 344-2	miRNA gene
MIR344B	current symbol	MGI:4834317	Mir344b	microRNA 344b	miRNA gene
MIR344C	current symbol	MGI:4834318	Mir344c	microRNA 344c	miRNA gene
MIR344D-1	current symbol	MGI:4834228	Mir344d-1	microRNA 344d-1	miRNA gene
MIR344D-2	current symbol	MGI:4834229	Mir344d-2	microRNA 344d-2	miRNA gene
MIR344D-3	current symbol	MGI:4834220	Mir344d-3	microRNA 344d-3	miRNA gene
MIR344E	current symbol	MGI:4834316	Mir344e	microRNA 344e	miRNA gene
MIR344F	current symbol	MGI:4834320	Mir344f	microRNA Mir344f	miRNA gene
MIR344G	current symbol	MGI:4834319	Mir344g	microRNA 344g	miRNA gene
MIR345	current symbol	MGI:3619361	Mir345	microRNA 345	miRNA gene
MIR346	current symbol	MGI:3619362	Mir346	microRNA 346	miRNA gene
MIR3470A	current symbol	MGI:4441434	Mir3470a	microRNA 3470a	miRNA gene
MIR3470B	current symbol	MGI:4441435	Mir3470b	microRNA 3470b	miRNA gene
MIR3471-1	current symbol	MGI:4441436	Mir3471-1	microRNA 3471-1	miRNA gene
MIR3473	old symbol	MGI:4441440	Mir3473a	microRNA 3473a	miRNA gene
MIR3473C	current symbol	MGI:4950389	Mir3473c	microRNA 3473c	miRNA gene
MIR3473D	current symbol	MGI:4950390	Mir3473d	microRNA 3473d	miRNA gene
MIR3474	current symbol	MGI:4441441	Mir3474	microRNA 3474	miRNA gene
MIR3475	current symbol	MGI:4441442	Mir3475	microRNA 3475	miRNA gene
MIR34A	current symbol	MGI:3619363	Mir34a	microRNA 34a	miRNA gene
MIR34B	current symbol	MGI:3619364	Mir34b	microRNA 34b	miRNA gene
MIR34C	current symbol	MGI:3619365	Mir34c	microRNA 34c	miRNA gene
MIR350	current symbol	MGI:3619366	Mir350	microRNA 350	miRNA gene
MIR351	current symbol	MGI:3619367	Mir351	microRNA 351	miRNA gene
MIR3572	current symbol	MGI:4950392	Mir3572	microRNA 3572	miRNA gene
MIR362	current symbol	MGI:3619369	Mir362	microRNA 362	miRNA gene
MIR363	current symbol	MGI:3619370	Mir363	microRNA 363	miRNA gene
MIR365-1	current symbol	MGI:3619371	Mir365-1	microRNA 365-1	miRNA gene
MIR365-2	current symbol	MGI:3619372	Mir365-2	microRNA 365-2	miRNA gene
MIR367	current symbol	MGI:3619373	Mir367	microRNA 367	miRNA gene
MIR369	current symbol	MGI:3619374	Mir369	microRNA 369	miRNA gene
MIR370	current symbol	MGI:3619375	Mir370	microRNA 370	miRNA gene
MIR374	old symbol	MGI:3629958	Mir374b	microRNA 374b	miRNA gene
MIR374C	current symbol	MGI:4834330	Mir374c	microRNA 374c	miRNA gene
MIR375	current symbol	MGI:3619376	Mir375	microRNA 375	miRNA gene
MIR376A	current symbol	MGI:3619377	Mir376a	microRNA 376a	miRNA gene
MIR376B	current symbol	MGI:3619378	Mir376b	microRNA 376b	miRNA gene
MIR376C	current symbol	MGI:3619381	Mir376c	microRNA 376c	miRNA gene
MIR377	current symbol	MGI:3619382	Mir377	microRNA 377	miRNA gene
MIR378	old symbol	MGI:3617791	Mir378a	microRNA 378a	miRNA gene
MIR378B	current symbol	MGI:4950393	Mir378b	microRNA 378b	miRNA gene
MIR379	current symbol	MGI:3619386	Mir379	microRNA 379	miRNA gene
MIR380	current symbol	MGI:3619389	Mir380	microRNA 380	miRNA gene
MIR381	current symbol	MGI:3619391	Mir381	microRNA 381	miRNA gene
MIR382	current symbol	MGI:3619392	Mir382	microRNA 382	miRNA gene
MIR383	current symbol	MGI:3619393	Mir383	microRNA 383	miRNA gene
MIR384	current symbol	MGI:3619394	Mir384	microRNA 384	miRNA gene
MIR3960	current symbol	MGI:4950394	Mir3960	microRNA 3960	miRNA gene
MIR3962	current symbol	MGI:4950397	Mir3962	microRNA 3962	miRNA gene
MIR3963	current symbol	MGI:4950402	Mir3963	microRNA 3963	miRNA gene
MIR3964	current symbol	MGI:4950403	Mir3964	microRNA 3964	miRNA gene
MIR3965	current symbol	MGI:4950404	Mir3965	microRNA 3965	miRNA gene
MIR3966	current symbol	MGI:4950405	Mir3966	microRNA 3966	miRNA gene
MIR3967	current symbol	MGI:4950406	Mir3967	microRNA 3967	miRNA gene
MIR3968	current symbol	MGI:4950407	Mir3968	microRNA 3968	miRNA gene
MIR3969	current symbol	MGI:4950408	Mir3969	microRNA 3969	miRNA gene
MIR3970	current symbol	MGI:4950409	Mir3970	microRNA 3970	miRNA gene
MIR3971	current symbol	MGI:4950411	Mir3971	microRNA 3971	miRNA gene
MIR409	current symbol	MGI:3619396	Mir409	microRNA 409	miRNA gene
MIR410	current symbol	MGI:3619398	Mir410	microRNA 410	miRNA gene
MIR411	current symbol	MGI:3619399	Mir411	microRNA 411	miRNA gene
MIR412	current symbol	MGI:3619400	Mir412	microRNA 412	miRNA gene
MIR421	current symbol	MGI:3718516	Mir421	microRNA 421	miRNA gene
MIR423	current symbol	MGI:3629888	Mir423	microRNA 423	miRNA gene
MIR425	current symbol	MGI:3619401	Mir425	microRNA 425	miRNA gene
MIR429	current symbol	MGI:3619402	Mir429	microRNA 429	miRNA gene
MIR431	current symbol	MGI:3619403	Mir431	microRNA 431	miRNA gene
MIR432	current symbol	MGI:4358944	Mir432	microRNA 432	miRNA gene
MIR433	current symbol	MGI:3619404	Mir433	microRNA 433	miRNA gene
MIR434	current symbol	MGI:3619405	Mir434	microRNA 434	miRNA gene
MIR448	current symbol	MGI:3619406	Mir448	microRNA 448	miRNA gene
MIR449A	current symbol	MGI:3619407	Mir449a	microRNA 449a	miRNA gene
MIR449B	current symbol	MGI:3718803	Mir449b	microRNA 449b	miRNA gene
MIR449C	current symbol	MGI:3639505	Mir449c	microRNA 449c	miRNA gene
MIR450-1	current symbol	MGI:3619410	Mir450-1	microRNA 450-1	miRNA gene
MIR450-2	current symbol	MGI:3619411	Mir450-2	microRNA 450-2	miRNA gene
MIR450B	current symbol	MGI:3629953	Mir450b	microRNA 450b	miRNA gene
MIR451	old symbol	MGI:3619412	Mir451a	microRNA 451a	miRNA gene
MIR452	current symbol	MGI:3619450	Mir452	microRNA 452	miRNA gene
MIR453	current symbol	MGI:3718517	Mir453	microRNA 453	miRNA gene
MIR455	current symbol	MGI:3629649	Mir455	microRNA 455	miRNA gene
MIR463	current symbol	MGI:3619451	Mir463	microRNA 463	miRNA gene
MIR465	current symbol	MGI:3619453	Mir465	microRNA 465	miRNA gene
MIR465B-1	current symbol	MGI:3718520	Mir465b-1	microRNA 465b-1	miRNA gene
MIR465B-2	current symbol	MGI:3718521	Mir465b-2	microRNA 465b-2	miRNA gene
MIR465C-1	current symbol	MGI:3718524	Mir465c-1	microRNA 465c-1	miRNA gene
MIR465C-2	current symbol	MGI:3718525	Mir465c-2	microRNA 465c-2	miRNA gene
MIR466	current symbol	MGI:3619454	Mir466	microRNA 466	miRNA gene
MIR4660	old symbol	MGI:4834279	Mir466o	microRNA 466o	miRNA gene
MIR466B-2	current symbol	MGI:3718528	Mir466b-2	microRNA 466b-2	miRNA gene
MIR466B-3	current symbol	MGI:3718529	Mir466b-3	microRNA 466b-3	miRNA gene
MIR466D	current symbol	MGI:3718531	Mir466d	microRNA 466d	miRNA gene
MIR466F-1	current symbol	MGI:3718533	Mir466f-1	microRNA 466f-1	miRNA gene
MIR466F-2	current symbol	MGI:3718534	Mir466f-2	microRNA 466f-2	miRNA gene
MIR466F-3	current symbol	MGI:3718535	Mir466f-3	microRNA 466f-3	miRNA gene
MIR466G	current symbol	MGI:3718536	Mir466g	microRNA 466g	miRNA gene
MIR466H	current symbol	MGI:3718537	Mir466h	microRNA 466h	miRNA gene
MIR466I	current symbol	MGI:3783375	Mir466i	microRNA 466i	miRNA gene
MIR466N	current symbol	MGI:4834299	Mir466n	microRNA 466n	miRNA gene
MIR467A-1	current symbol	MGI:3629612	Mir467a-1	microRNA 467a-1	miRNA gene
MIR467A-10	current symbol	MGI:4834296	Mir467a-10	microRNA 467a-10	miRNA gene
MIR467A-2	current symbol	MGI:3719571	Mir467a-2	microRNA 467a-2	miRNA gene
MIR467A-3	current symbol	MGI:3719572	Mir467a-3	microRNA 467a-3	miRNA gene
MIR467A-4	current symbol	MGI:3719573	Mir467a-4	microRNA 467a-4	miRNA gene
MIR467A-5	current symbol	MGI:3719574	Mir467a-5	microRNA 467a-5	miRNA gene
MIR467A-6	current symbol	MGI:3719576	Mir467a-6	microRNA 467a-6	miRNA gene
MIR467A-7	current symbol	MGI:3719577	Mir467a-7	microRNA 467a-7	miRNA gene
MIR467A-8	current symbol	MGI:3719578	Mir467a-8	microRNA 467a-8	miRNA gene
MIR467A-9	current symbol	MGI:4834294	Mir467a-9	microRNA 467a-9	miRNA gene
MIR467B	current symbol	MGI:3629617	Mir467b	microRNA 467b	miRNA gene
MIR467C	current symbol	MGI:3718539	Mir467c	microRNA 467c	miRNA gene
MIR467D	current symbol	MGI:3718540	Mir467d	microRNA 467d	miRNA gene
MIR467E	current symbol	MGI:3718541	Mir467e	microRNA 467e	miRNA gene
MIR467F	current symbol	MGI:3783379	Mir467f	microRNA 467f	miRNA gene
MIR468	current symbol	MGI:3619414	Mir468	microRNA 468	miRNA gene
MIR470	current symbol	MGI:3619418	Mir470	microRNA 470	miRNA gene
MIR471	current symbol	MGI:3619419	Mir471	microRNA 471	miRNA gene
MIR483	current symbol	MGI:3619420	Mir483	microRNA 483	miRNA gene
MIR484	current symbol	MGI:3619421	Mir484	microRNA 484	miRNA gene
MIR485	current symbol	MGI:3619422	Mir485	microRNA 485	miRNA gene
MIR486	current symbol	MGI:3619423	Mir486	microRNA 486	miRNA gene
MIR487B	current symbol	MGI:3619424	Mir487b	microRNA 487b	miRNA gene
MIR488	current symbol	MGI:3629597	Mir488	microRNA 488	miRNA gene
MIR489	current symbol	MGI:3619425	Mir489	microRNA 489	miRNA gene
MIR490	current symbol	MGI:3629662	Mir490	microRNA 490	miRNA gene
MIR491	current symbol	MGI:3629651	Mir491	microRNA 491	miRNA gene
MIR493	current symbol	MGI:3718542	Mir493	microRNA 493	miRNA gene
MIR494	current symbol	MGI:3619426	Mir494	microRNA 494	miRNA gene
MIR495	current symbol	MGI:3629903	Mir495	microRNA 495	miRNA gene
MIR496	old symbol	MGI:3629907	Mir496a	microRNA 496a	miRNA gene
MIR497	current symbol	MGI:3629886	Mir497	microRNA 497	miRNA gene
MIR499	current symbol	MGI:3629633	Mir499	microRNA 499	miRNA gene
MIR500	current symbol	MGI:3624341	Mir500	microRNA 500	miRNA gene
MIR501	current symbol	MGI:3629949	Mir501	microRNA 501	miRNA gene
MIR503	current symbol	MGI:3619428	Mir503	microRNA 503	miRNA gene
MIR504	current symbol	MGI:3718543	Mir504	microRNA 504	miRNA gene
MIR5046	current symbol	MGI:4950413	Mir5046	microRNA 5046	miRNA gene
MIR505	current symbol	MGI:3629955	Mir505	microRNA 505	miRNA gene
MIR509	current symbol	MGI:3718545	Mir509	microRNA 509	miRNA gene
MIR5097	current symbol	MGI:4950414	Mir5097	microRNA 5097	miRNA gene
MIR5098	current symbol	MGI:4950415	Mir5098	microRNA 5098	miRNA gene
MIR5100	current symbol	MGI:4950420	Mir5100	microRNA 5100	miRNA gene
MIR5101	current symbol	MGI:4950421	Mir5101	microRNA 5101	miRNA gene
MIR5103	current symbol	MGI:4950423	Mir5103	microRNA 5103	miRNA gene
MIR5104	current symbol	MGI:4950424	Mir5104	microRNA 5104	miRNA gene
MIR5106	current symbol	MGI:4950426	Mir5106	microRNA 5106	miRNA gene
MIR5107	current symbol	MGI:4950427	Mir5107	microRNA 5107	miRNA gene
MIR5108	current symbol	MGI:4950428	Mir5108	microRNA 5108	miRNA gene
MIR5109	current symbol	MGI:4950429	Mir5109	microRNA 5109	miRNA gene
MIR511	current symbol	MGI:3718546	Mir511	microRNA 511	miRNA gene
MIR5111		No associated gene			
MIR5112	current symbol	MGI:4950432	Mir5112	microRNA 5112	miRNA gene
MIR5113	current symbol	MGI:4950433	Mir5113	microRNA 5113	miRNA gene
MIR5114	current symbol	MGI:4950434	Mir5114	microRNA 5114	miRNA gene
MIR5115	current symbol	MGI:4950435	Mir5115	microRNA 5115	miRNA gene
MIR5116	current symbol	MGI:4950436	Mir5116	microRNA 5116	miRNA gene
MIR5117	current symbol	MGI:4950437	Mir5117	microRNA 5117	miRNA gene
MIR5119	current symbol	MGI:4950444	Mir5119	microRNA 5119	miRNA gene
MIR5120	current symbol	MGI:4950445	Mir5120	microRNA 5120	miRNA gene
MIR5121	current symbol	MGI:4950446	Mir5121	microRNA 5121	miRNA gene
MIR5122	current symbol	MGI:4950447	Mir5122	microRNA 5122	miRNA gene
MIR5123	current symbol	MGI:4950448	Mir5123	microRNA 5123	miRNA gene
MIR5124	old symbol	MGI:4950449	Mir5124a	microRNA 5124a	miRNA gene
MIR5125	current symbol	MGI:4950450	Mir5125	microRNA 5125	miRNA gene
MIR5126	current symbol	MGI:4950451	Mir5126	microRNA 5126	miRNA gene
MIR5127	current symbol	MGI:4950452	Mir5127	microRNA 5127	miRNA gene
MIR5128	current symbol	MGI:4950453	Mir5128	microRNA 5128	miRNA gene
MIR5129	current symbol	MGI:4950454	Mir5129	microRNA 5129	miRNA gene
MIR5130	current symbol	MGI:4950455	Mir5130	microRNA 5130	miRNA gene
MIR5131	current symbol	MGI:4950456	Mir5131	microRNA 5131	miRNA gene
MIR5132	current symbol	MGI:4950457	Mir5132	microRNA 5132	miRNA gene
MIR5133	current symbol	MGI:4950458	Mir5133	microRNA 5133	miRNA gene
MIR5134	current symbol	MGI:4950459	Mir5134	microRNA 5134	miRNA gene
MIR5135	current symbol	MGI:4950460	Mir5135	microRNA 5135	miRNA gene
MIR5136	current symbol	MGI:4950461	Mir5136	microRNA 5136	miRNA gene
MIR532	current symbol	MGI:3629950	Mir532	microRNA 532	miRNA gene
MIR539	current symbol	MGI:3619427	Mir539	microRNA 539	miRNA gene
MIR540	current symbol	MGI:3619429	Mir540	microRNA 540	miRNA gene
MIR541	current symbol	MGI:3619430	Mir541	microRNA 541	miRNA gene
MIR542	current symbol	MGI:3619431	Mir542	microRNA 542	miRNA gene
MIR543	current symbol	MGI:3619432	Mir543	microRNA 543	miRNA gene
MIR544	current symbol	MGI:3718547	Mir544	microRNA 544	miRNA gene
MIR546	current symbol	MGI:3619433	Mir546	microRNA 546	miRNA gene
MIR547	current symbol	MGI:3619434	Mir547	microRNA 547	miRNA gene
MIR551B	current symbol	MGI:3691605	Mir551b	microRNA 551b	miRNA gene
MIR568	current symbol	MGI:3718548	Mir568	microRNA 568	miRNA gene
MIR574	current symbol	MGI:3718549	Mir574	microRNA 574	miRNA gene
MIR582	current symbol	MGI:3718550	Mir582	microRNA 582	miRNA gene
MIR592	current symbol	MGI:3629661	Mir592	microRNA 592	miRNA gene
MIR598	current symbol	MGI:3718554	Mir598	microRNA 598	miRNA gene
MIR599	current symbol	MGI:4358945	Mir599	microRNA 599	miRNA gene
MIR615	current symbol	MGI:3629927	Mir615	microRNA 615	miRNA gene
MIR653	current symbol	MGI:3718555	Mir653	microRNA 653	miRNA gene
MIR654	current symbol	MGI:3718556	Mir654	microRNA 654	miRNA gene
MIR664	current symbol	MGI:4358947	Mir664	microRNA 664	miRNA gene
MIR665	current symbol	MGI:3629896	Mir665	microRNA 665	miRNA gene
MIR666	current symbol	MGI:3629901	Mir666	microRNA 666	miRNA gene
MIR667	current symbol	MGI:3629904	Mir667	microRNA 667	miRNA gene
MIR668	current symbol	MGI:3629905	Mir668	microRNA 668	miRNA gene
MIR669A-1	current symbol	MGI:3629611	Mir669a-1	microRNA 669a-1	miRNA gene
MIR669A-10	current symbol	MGI:4834293	Mir669a-10	microRNA 669a-10	miRNA gene
MIR669A-11	current symbol	MGI:4834295	Mir669a-11	microRNA 669a-11	miRNA gene
MIR669A-12	current symbol	MGI:4834297	Mir669a-12	microRNA 669a-12	miRNA gene
MIR669A-2	current symbol	MGI:3629622	Mir669a-2	microRNA 669a-2	miRNA gene
MIR669A-3	current symbol	MGI:3629609	Mir669a-3	microRNA 669a-3	miRNA gene
MIR669A-4	current symbol	MGI:4834281	Mir669a-4	microRNA 669a-4	miRNA gene
MIR669A-5	current symbol	MGI:4834282	Mir669a-5	microRNA 669a-5	miRNA gene
MIR669A-6	current symbol	MGI:4834283	Mir669a-6	microRNA 669a-6	miRNA gene
MIR669A-7	current symbol	MGI:4834286	Mir669a-7	microRNA 669a-7	miRNA gene
MIR669A-8	current symbol	MGI:4834288	Mir669a-8	microRNA 669a-8	miRNA gene
MIR669A-9	current symbol	MGI:4834290	Mir669a-9	microRNA 4669a-9	miRNA gene
MIR669B	current symbol	MGI:3629607	Mir669b	microRNA 669b	miRNA gene
MIR669C	current symbol	MGI:3629619	Mir669c	microRNA 669c	miRNA gene
MIR669E	current symbol	MGI:3783383	Mir669e	microRNA 669e	miRNA gene
MIR669G	current symbol	MGI:3783385	Mir669g	microRNA 669g	miRNA gene
MIR669H	current symbol	MGI:3783386	Mir669h	microRNA 669h	miRNA gene
MIR669I	current symbol	MGI:3783387	Mir669i	microRNA 669i	miRNA gene
MIR669J	current symbol	MGI:3783388	Mir669j	microRNA 669j	miRNA gene
MIR669K	current symbol	MGI:3783389	Mir669k	microRNA 669k	miRNA gene
MIR669M-1	current symbol	MGI:3837026	Mir669m-1	microRNA 669m-1	miRNA gene
MIR669M-2	current symbol	MGI:3837027	Mir669m-2	microRNA 669m-2	miRNA gene
MIR669P-1	current symbol	MGI:4834287	Mir669p-1	microRNA 669p-1	miRNA gene
MIR669P-2	current symbol	MGI:4834292	Mir669p-2	microRNA 669p-2	miRNA gene
MIR670	current symbol	MGI:3629629	Mir670	microRNA 670	miRNA gene
MIR671	current symbol	MGI:3629656	Mir671	microRNA 671	miRNA gene
MIR672	current symbol	MGI:3629959	Mir672	microRNA 672	miRNA gene
MIR673	current symbol	MGI:3629894	Mir673	microRNA 673	miRNA gene
MIR674	current symbol	MGI:3629631	Mir674	microRNA 674	miRNA gene
MIR675	current symbol	MGI:3629709	Mir675	microRNA 675	miRNA gene
MIR676	current symbol	MGI:3629957	Mir676	microRNA 676	miRNA gene
MIR677	current symbol	MGI:3629885	Mir677	microRNA 677	miRNA gene
MIR678	current symbol	MGI:3629884	Mir678	microRNA 678	miRNA gene
MIR679	current symbol	MGI:3629899	Mir679	microRNA 679	miRNA gene
MIR680-2	current symbol	MGI:3629961	Mir680-2	microRNA 680-2	miRNA gene
MIR680-3	current symbol	MGI:3629889	Mir680-3	microRNA 680-3	miRNA gene
MIR681	current symbol	MGI:3629893	Mir681	microRNA 681	miRNA gene
MIR682	current symbol	MGI:3629911	Mir682	microRNA 682	miRNA gene
MIR683-1	current symbol	MGI:3629908	Mir683-1	microRNA 683-1	miRNA gene
MIR683-2	current symbol	MGI:3719634	Mir683-2	microRNA 683-2	miRNA gene
MIR684-1	current symbol	MGI:3629628	Mir684-1	microRNA 684-1	miRNA gene
MIR684-2	current symbol	MGI:3629642	Mir684-2	microRNA 684-2	miRNA gene
MIR686	current symbol	MGI:3629913	Mir686	microRNA 686	miRNA gene
MIR687	current symbol	MGI:3629916	Mir687	microRNA 687	miRNA gene
MIR688	current symbol	MGI:3629926	Mir688	microRNA 688	miRNA gene
MIR690	current symbol	MGI:3629929	Mir690	microRNA 690	miRNA gene
MIR691	current symbol	MGI:3639287	Mir691	microRNA 691	miRNA gene
MIR692-1	current symbol	MGI:3629930	Mir692-1	microRNA 692-1	miRNA gene
MIR693	current symbol	MGI:3629942	Mir693	microRNA 693	miRNA gene
MIR694	current symbol	MGI:3629943	Mir694	microRNA 694	miRNA gene
MIR695	current symbol	MGI:3629632	Mir695	microRNA 695	miRNA gene
MIR697	current symbol	MGI:3629652	Mir697	microRNA 697	miRNA gene
MIR698	current symbol	MGI:3629653	Mir698	microRNA 698	miRNA gene
MIR7-1	current symbol	MGI:3619436	Mir7-1	microRNA 7-1	miRNA gene
MIR7-2	human symbol	MGI:3619436	Mir7-1	microRNA 7-1	miRNA gene
MIR7-2	current symbol	MGI:3619437	Mir7-2	microRNA 7-2	miRNA gene
MIR700	current symbol	MGI:3629655	Mir700	microRNA 700	miRNA gene
MIR701	current symbol	MGI:3629658	Mir701	microRNA 701	miRNA gene
MIR702	current symbol	MGI:3629659	Mir702	microRNA 702	miRNA gene
MIR703	current symbol	MGI:3629657	Mir703	microRNA 703	miRNA gene
MIR704	current symbol	MGI:3629672	Mir704	microRNA 704	miRNA gene
MIR705	current symbol	MGI:3629673	Mir705	microRNA 705	miRNA gene
MIR706	current symbol	MGI:3629678	Mir706	microRNA 706	miRNA gene
MIR707	current symbol	MGI:3629685	Mir707	microRNA 707	miRNA gene
MIR708	current symbol	MGI:3629686	Mir708	microRNA 708	miRNA gene
MIR709	current symbol	MGI:3629717	Mir709	microRNA 709	miRNA gene
MIR710	current symbol	MGI:3629713	Mir710	microRNA 710	miRNA gene
MIR711	current symbol	MGI:3629883	Mir711	microRNA 711	miRNA gene
MIR713	current symbol	MGI:3629909	Mir713	microRNA 713	miRNA gene
MIR717	current symbol	MGI:3629951	Mir717	microRNA 717	miRNA gene
MIR718	current symbol	MGI:3629956	Mir718	microRNA 718	miRNA gene
MIR719	current symbol	MGI:3629914	Mir719	microRNA 719	miRNA gene
MIR720		No associated gene			
MIR721	current symbol	MGI:3624349	Mir721	microRNA 721	miRNA gene
MIR741	current symbol	MGI:3709839	Mir741	microRNA 741	miRNA gene
MIR742	current symbol	MGI:3709840	Mir742	microRNA 742	miRNA gene
MIR743	current symbol	MGI:3709841	Mir743	microRNA 743	miRNA gene
MIR743B	current symbol	MGI:3718560	Mir743b	microRNA 743b	miRNA gene
MIR744	current symbol	MGI:3691603	Mir744	microRNA 744	miRNA gene
MIR758	current symbol	MGI:3691604	Mir758	microRNA 758	miRNA gene
MIR759	current symbol	MGI:3691612	Mir759	microRNA 759	miRNA gene
MIR760	current symbol	MGI:3691613	Mir760	microRNA 760	miRNA gene
MIR761	current symbol	MGI:3691609	Mir761	microRNA 761	miRNA gene
MIR762	current symbol	MGI:3691607	Mir762	microRNA 762	miRNA gene
MIR764	current symbol	MGI:3691610	Mir764	microRNA 764	miRNA gene
MIR767	current symbol	MGI:4358946	Mir767	microRNA 767	miRNA gene
MIR770	current symbol	MGI:3691606	Mir770	microRNA 770	miRNA gene
MIR7B	current symbol	MGI:3619435	Mir7b	microRNA 7b	miRNA gene
MIR802	current symbol	MGI:3691608	Mir802	microRNA 802	miRNA gene
